Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji	dbh_mm	h_dm
5303	50477.81	19291.42	7.14	5.637987	5.3228	5.691	6.1152	6.6942	0.00639	0.063898	0.201278	0.559105	lehmus	195	NA
5304	50469.89	19292.55	6.911	4.864835	4.326	4.881	5.3867	6.1056	0.051887	0.325472	0.674528	0.919811	lehmus	242	79
5308	50349.73	19306.29	8.819	6.453917	5.464	6.6055	7.5739	8.3328	0.054167	0.252083	0.489583	0.754167	jalava	333	108
5309	50342.96	19304.3	7.252	5.458371	5.1442	5.625	5.9924	6.8112	0.028571	0.142857	0.228571	0.542857	jalava	354	NA
5310	50335.09	19308.12	9.165	7.07937	6.6576	7.283	8.2285	8.7823	0.052795	0.136646	0.23913	0.540373	jalava	301	114
5311	50327.57	19307.18	9.737	6.264803	5.2914	6.5925	7.6896	8.8654	0.187879	0.442424	0.657576	0.912121	jalava	350	NA
5312	50320.08	19308.05	9.804	6.743554	5.9308	7.014	7.931	8.8474	0.127563	0.284738	0.580866	0.90205	jalava	427	125
5313	50312.61	19307.98	9.638	6.706879	5.9312	6.683	7.7928	8.608	0.073973	0.261187	0.59726	0.919635	jalava	356	NA
5408	50111.82	19100.22	11.322	7.494793	6.0417	7.527	9.2876	10.1693	0.092369	0.327309	0.566265	0.789157	jalava	304	NA
5409	50120.31	19108.81	9.135	6.844489	6.3781	7.01	7.7336	8.3602	0.054577	0.110915	0.318662	0.683099	jalava	267	101
5410	50127.14	19115	8.184	5.944401	5.4688	6.0285	6.6457	7.4633	0.046961	0.140884	0.337017	0.68232	jalava	240	NA
5411	50137.67	19116.28	11.266	5.652015	4.8862	5.62	6.5136	7.3606	0.267658	0.698885	0.992565	0.992565	jalava	229	98
5412	50141.45	19121.63	8.768	5.973713	5.4052	5.753	6.2742	7.686	0.035294	0.27563	0.763025	0.954622	jalava	306	NA
5413	50146.61	19125.2	7.86	5.968714	5.3685	6.141	6.829	7.3015	0.021127	0.15493	0.392019	0.657277	jalava	289	87
5415	50163.41	19133.57	9.572	6.40039	5.076	6.638	7.6	8.803	0.167028	0.327549	0.570499	0.802603	jalava	338	125
5416	50169.14	19131.46	10.319	7.003386	6.0742	7.211	8.072	8.9593	0.078205	0.305128	0.603846	0.980769	jalava	311	NA
5417	50176.74	19142.94	9.441	6.648631	5.3771	6.454	7.9503	8.5732	0	0.151639	0.454918	0.532787	jalava	268	98
5418	50182.22	19148.51	10.645	6.469538	5.465	6.159	7.291	9.052	0.057208	0.416476	0.716247	0.883295	jalava	272	NA
5419	50188.67	19150.85	9.755	7.166129	6.2362	7.2165	8.23	9.1904	0.004032	0.108871	0.294355	0.548387	jalava	347	109
5420	50205.59	19159.22	6.771	5.673487	5.6022	5.8795	6.1158	6.4354	0.007692	0.046154	0.164103	0.376923	jalava	295	NA
5421	50209.71	19160.33	11.951	6.677434	5.8296	6.337	7.763	8.6818	0.114094	0.590604	0.9217	0.995526	jalava	294	98
5422	50218.41	19168.47	8.977	6.051353	5.2746	6.077	6.8822	8.0844	0.07563	0.271709	0.591036	0.834734	jalava	300	NA
5423	50238.97	19171.52	7.53	5.785548	5.2712	5.6665	6.6265	7.1704	0.024194	0.150538	0.462366	0.688172	jalava	288	85
5424	50255.36	19168.2	7.95	5.750505	5.167	5.8305	6.4825	7.2595	0.033654	0.221154	0.447115	0.764423	jalava	280	NA
5425	50264.06	19167.95	10.793	7.369125	5.6396	7.9125	8.975	10.1469	0.088235	0.388235	0.490196	0.780392	jalava	338	123
5426	50292.45	19160.53	9.921	6.05843	5.4265	5.884	6.8449	7.7402	0.088679	0.481132	0.798113	0.971698	jalava	257	NA
5427	50298.43	19162.53	10.011	7.516138	6.3854	7.854	8.7929	9.477	0.039683	0.12963	0.410053	0.650794	jalava	341	114
5447	50646.25	19106.83	6.65	5.110508	4.5136	5.046	5.735	6.1206	0	0	0.123077	0.353846	lehmus	157	73
5448	50654.54	19100.18	6.45	4.94862	4.3122	4.9465	5.6356	5.9894	0	0.12	0.26	0.5	lehmus	138	NA
5449	50661.53	19093.26	7.076	5.463467	4.9191	5.602	6.1012	6.5828	0	0.083333	0.183333	0.333333	lehmus	144	70
5450	50667.48	19086.92	6.916	4.844571	4.3319	4.631	5.068	6.0591	0	0.028571	0.357143	0.714286	lehmus	153	NA
5451	50672.69	19079.07	5.513	4.694892	4.5473	4.8775	5.0287	5.2366	0	0	0.054054	0.148649	lehmus	171	61
5452	50678.38	19071.77	6.88	5.098809	4.5864	4.979	5.4266	6.3866	0	0.022472	0.168539	0.483146	lehmus	172	NA
5453	50683.5	19064.21	7.17	5.510439	5.0648	5.55	6.021	6.5462	0.017544	0.105263	0.421053	0.754386	lehmus	131	70
5454	50686.37	19054.74	6.614	4.674153	4.425	4.733	4.931	5.246	0.018018	0.144144	0.837838	0.972973	lehmus	139	NA
5455	50688.3	19047.06	6.83	5.064682	4.3428	4.99	5.8057	6.119	0.022727	0.090909	0.363636	0.522727	lehmus	126	66
5461	50625.87	19091.77	14.095	8.959576	7.2019	8.9665	10.857	12.7978	0.12987	0.376623	0.647186	0.887446	lehmus	495	140
5462	50619.7	19098.79	11.183	6.552973	5.24	6.5575	7.791	9.686	0.212982	0.485801	0.760649	0.938134	lehmus	422	NA
5463	50611.2	19103.36	11.58	5.877853	3.1286	5.89	7.1928	9.813	0.388982	0.63773	0.838063	0.96828	lehmus	399	12
5465	50671.52	19023	8.442	5.879448	5.1532	5.999	6.5196	7.5678	0.058577	0.267782	0.615063	0.882845	lehmus	242	NA
5468	50672.74	18997.7	8.709	5.899954	5.0708	5.868	6.714	7.4444	0.045685	0.360406	0.680203	0.964467	lehmus	217	NA
5469	50674.08	18987.46	7.704	5.756697	5.193	5.616	6.3671	7.1437	0	0.006579	0.243421	0.559211	lehmus	203	91
5470	50673.9	18978.04	7.625	5.374519	4.7128	5.4555	6.1001	6.7339	0.05625	0.21875	0.49375	0.76875	lehmus	179	NA
5471	50674.55	18968.87	9.423	5.954836	5.3536	5.988	6.708	7.6216	0.051282	0.266667	0.6	0.892308	lehmus	258	100
5472	50672.68	18956.96	9.926	5.979551	5.0232	5.8095	6.7437	7.7849	0.064103	0.41453	0.700855	0.923077	lehmus	272	NA
5473	50676.07	18950.72	9.14	5.856086	5.0962	5.704	6.6212	7.4018	0.047059	0.282353	0.603922	0.905882	lehmus	244	101
5474	50677.32	18941.78	10.122	6.266014	4.8864	6.059	7.4642	8.977	0.148789	0.453287	0.647059	0.851211	lehmus	267	NA
5475	50677.04	18932.45	10.036	4.603966	3.154	3.233	5.468	7.6015	0.568598	0.72561	0.882622	0.98628	lehmus	263	110
5476	50698.32	18925.45	7.128	4.78858	4.2265	4.7785	5.424	6.1508	0.07	0.28	0.53	0.8	lehmus	151	72
5477	50697.35	18934.48	7.361	5.336476	4.6884	5.17	5.781	6.9346	0.009709	0.184466	0.592233	0.815534	lehmus	163	NA
5478	50697.89	18943.45	7.499	5.209929	4.6432	5.237	5.605	6.3962	0.007874	0.11811	0.425197	0.795276	lehmus	160	75
5479	50696.9	18952.07	8.176	5.723506	5.0025	5.718	6.4745	7.242	0.00641	0.211538	0.512821	0.839744	lehmus	212	NA
5481	50694.79	18970.48	7.48	5.576397	4.9684	5.6775	6.3332	6.9747	0.028736	0.091954	0.350575	0.574713	lehmus	206	81
5482	50694.29	18978.92	8.802	5.708178	4.8022	5.547	6.6208	7.495	0.040609	0.340102	0.583756	0.822335	lehmus	234	NA
5483	50692.53	18989.04	9.339	6.086023	5.3715	6.0845	6.7255	7.6905	0.039773	0.255682	0.573864	0.892045	lehmus	254	93
5484	50692.43	18997.55	8.372	5.594291	4.9792	5.58	6.1727	7.4073	0.068376	0.24359	0.598291	0.858974	lehmus	237	NA
5485	50691.94	19006	5.422	3.60615	2.8133	3.604	4.3554	4.7102	0.35	0.5	0.65	0.9	lehmus	115	60
5486	50690.21	19015.76	7.089	5.096667	4.449	4.899	5.7986	6.579	0.019608	0.267974	0.647059	0.751634	lehmus	174	NA
5487	50690.65	19024.45	7.237	5.338279	4.778	5.471	5.7	6.583	0.018018	0.108108	0.414414	0.792793	lehmus	157	68
5488	50686.47	19034.48	10.138	5.625591	4.569	5.113	6.2061	9.0887	0.207317	0.609756	0.871951	0.896341	lehmus	191	NA
5489	50702.37	18888.13	6.064	4.510671	4.019	4.564	4.959	5.435	0	0.086957	0.335404	0.565217	lehmus	195	NA
5490	50698.97	18878.89	7.195	4.799507	3.8975	4.833	5.4135	6.3195	0.095588	0.433824	0.735294	0.933824	lehmus	181	73
5491	50697.55	18869.88	7.297	4.929449	4.0844	4.853	5.622	6.3806	0.047244	0.330709	0.543307	0.834646	lehmus	185	NA
5492	50694.35	18859.25	6.681	4.297028	3.7172	4.113	4.6868	5.558	0.039106	0.413408	0.715084	0.893855	lehmus	159	66
5493	50691.56	18848.82	6.359	4.152156	3.6648	4.113	4.4948	5.2764	0.077922	0.454545	0.818182	0.909091	lehmus	178	NA
5494	50689.52	18840.39	7.37	4.870404	4.2375	4.715	5.2218	6.1543	0	0.173077	0.423077	0.788462	lehmus	176	72
5495	50687.19	18830.56	7.996	5.25122	4.605	5.275	5.8852	6.6392	0.067797	0.305085	0.627119	0.898305	lehmus	177	NA
5496	50684.98	18820.59	7.19	4.658486	3.9796	4.527	5.03	5.9754	0.057143	0.342857	0.657143	0.842857	lehmus	172	69
5497	50662.26	18818.2	8.02	5.816276	5.0662	5.873	6.3182	7.503	0	0.045977	0.298851	0.494253	lehmus	180	NA
5498	50663.67	18828.53	9.957	6.507067	5.654	6.088	7.0346	9.7604	0.013333	0.186667	0.626667	0.813333	lehmus	165	87
5499	50668.63	18845.24	7.957	5.549421	4.6767	5.6035	6.1871	6.8774	0.017544	0.280702	0.526316	0.868421	lehmus	224	NA
5501	50677.29	18860.06	10.294	6.443982	4.6663	5.5185	7.488	10.1629	0.219298	0.552632	0.692982	0.719298	lehmus	182	NA
5502	50676.38	18873.52	5.387	3.63994	3.1642	3.74	4.232	4.7859	0.28	0.5	0.72	0.98	lehmus	129	64
5503	50677.31	18882.11	10.632	7.099308	5.729	7.071	8.517	9.4206	0.043478	0.354037	0.561077	0.817805	lehmus	322	NA
5504	50675.19	18792.99	6.78	4.672323	4.0936	4.568	5.1908	5.8196	0.010101	0.252525	0.565657	0.848485	lehmus	167	NA
5505	50671.16	18781.8	7.105	4.849144	4.366	4.706	5.177	5.984	0.027027	0.342342	0.801802	0.936937	lehmus	181	78
5506	50669.04	18772.27	7.99	4.726992	4.188	4.605	4.9312	6.035	0	0.336134	0.798319	0.907563	lehmus	164	NA
5507	50666.15	18762.54	6.801	4.676571	4.1595	4.616	5.2403	5.7245	0.035294	0.282353	0.611765	0.911765	lehmus	182	70
5508	50663.76	18752.28	6.605	4.785295	4.2773	4.813	5.1846	5.9124	0	0.089286	0.357143	0.642857	lehmus	168	NA
5509	50662.11	18741.53	6.518	4.875635	4.384	4.8905	5.3315	5.7715	0	0.010417	0.260417	0.5	lehmus	163	72
5510	50659.37	18730.57	6.397	4.859312	4.496	4.899	5.3175	5.8987	0.017857	0.142857	0.428571	0.75	lehmus	159	NA
5511	50657.36	18720.35	7.361	4.813859	4.4066	4.802	5.135	5.964	0.040404	0.313131	0.838384	0.969697	lehmus	158	71
5512	50653.82	18709.1	5.992	4.457034	3.98	4.419	4.8718	5.47	0.011494	0.195402	0.494253	0.735632	lehmus	153	NA
5513	50650.39	18698.56	6.94	4.777496	4.412	4.789	5.147	5.575	0.007092	0.148936	0.460993	0.851064	lehmus	151	68
5514	50647.66	18687.68	6.308	4.637758	4.295	4.5345	4.9205	5.3937	0	0.033708	0.230337	0.61236	lehmus	156	NA
5515	50646.27	18677.58	6.763	4.428702	3.7987	4.409	4.823	5.5839	0.096774	0.379032	0.733871	0.927419	lehmus	155	68
5516	50642.88	18666.57	6.82	4.520047	4.143	4.55	4.984	5.445	0.011696	0.233918	0.573099	0.888889	lehmus	158	NA
5517	50641.49	18656.17	6.524	4.934092	4.6616	4.841	5.2052	5.802	0	0.006135	0.134969	0.552147	lehmus	157	70
5518	50637.62	18645.07	6.242	4.747212	4.4814	4.753	5.0802	5.7116	0.010101	0.111111	0.282828	0.69697	lehmus	159	NA
5519	50636.1	18636.36	6.6	4.810906	4.361	4.897	5.2904	5.7688	0.008547	0.094017	0.367521	0.65812	lehmus	161	67
5520	50633.98	18625.47	7.103	4.367778	3.95	4.283	4.7358	5.3566	0.071895	0.503268	0.875817	0.986928	lehmus	153	NA
5521	50626.98	18605.08	6.14	4.761566	4.2875	4.7855	5.1785	5.8475	0	0.056604	0.216981	0.396226	lehmus	159	69
5522	50625.97	18594.63	6.792	4.57836	4.1832	4.5185	4.9446	5.3832	0.01	0.19	0.65	0.95	lehmus	152	NA
5523	50622.77	18582.71	6.92	5.008627	4.5187	5.1365	5.4542	6.0525	0.029851	0.208955	0.619403	0.932836	lehmus	173	71
5524	50621.23	18572.18	6.893	4.821134	4.5082	4.768	5.1452	5.701	0.023622	0.291339	0.771654	0.976378	lehmus	161	NA
5525	50617.64	18561.9	6.533	4.387458	3.8726	4.223	4.828	5.2838	0	0.098592	0.549296	0.739437	lehmus	170	65
5526	50615.88	18551.77	6.024	4.570721	4.2211	4.554	5.0001	5.4211	0	0.057377	0.286885	0.57377	lehmus	160	NA
5527	50613.34	18541.71	6.725	4.212446	3.55	3.745	4.8462	5.5028	0.107345	0.59887	0.830508	0.99435	lehmus	165	69
5528	50607.99	18518.92	6.178	4.700173	4.3446	4.776	5.0528	5.5086	0.007519	0.06015	0.308271	0.669173	lehmus	161	NA
5529	50602.78	18513.91	9.885	5.222717	4.228	4.6795	5.1761	9.7754	0.339623	0.834906	0.867925	0.867925	lehmus	162	68
5530	50602.71	18501.95	6.595	4.700056	4.2216	4.69	5.1762	5.6868	0	0.152	0.336	0.632	lehmus	168	NA
5531	50655.85	18787.08	12.067	8.042566	7.0252	7.785	8.9018	10.146	0	0.045113	0.368421	0.696742	lehmus	444	131
5533	50650.11	18765.47	8.271	5.704692	4.8492	5.787	6.6128	7.8544	0.128205	0.324786	0.589744	0.811966	lehmus	217	NA
5534	50646.89	18754.85	8.66	5.183426	4.3191	4.835	6.0712	6.8504	0.101852	0.509259	0.694444	0.944444	lehmus	224	86
5535	50645.6	18744.11	13.251	8.385951	7.125	8.184	9.2238	11.5946	0.03871	0.366452	0.762581	0.92129	lehmus	423	NA
5536	50643.45	18733.67	13.007	8.022911	7.396	8.253	8.9444	11.5432	0.170532	0.316508	0.757162	0.937244	lehmus	443	131
5537	50639.43	18725.08	10.343	5.829821	4.8666	6.12	7.0632	8.817	0.27204	0.506297	0.848866	0.947103	lehmus	268	NA
5538	50636.73	18713.73	9.933	6.337824	5.4364	6.219	7.1114	7.9008	0.027714	0.357968	0.755196	0.95843	lehmus	277	100
5539	50633.26	18702.05	11.775	7.109716	5.94	7.006	8.144	9.673	0.064302	0.381375	0.709534	0.920177	lehmus	272	NA
5540	50631.82	18692.31	10.504	6.735807	6.0147	6.5815	7.2767	8.8475	0.017391	0.284783	0.767391	0.919565	lehmus	307	111
5542	50626.32	18670.42	10.983	5.96145	5.007	6.358	7.025	8.704	0.276102	0.538283	0.858469	0.932715	lehmus	307	NA
5544	50622.93	18648.97	11.894	7.981825	7.0356	7.765	8.6164	10.2564	0.009488	0.136622	0.574953	0.859583	lehmus	348	124
5545	50619.33	18639.52	11.525	7.000646	5.4598	6.731	7.9608	10.577	0.125737	0.467583	0.746562	0.884086	lehmus	285	NA
5546	50616.32	18630.11	11.993	7.802023	6.7615	7.9865	9.0275	10.916	0.12963	0.341564	0.674897	0.90535	lehmus	307	129
5547	50613.71	18618.1	9.172	6.004584	5.1458	5.936	6.8818	7.816	0.088496	0.348083	0.684366	0.952802	lehmus	205	NA
5548	50608.91	18608.3	10.346	6.587358	5.7688	6.391	7.5792	9.2596	0.110831	0.377834	0.710327	0.904282	lehmus	249	113
5549	50609.28	18596.07	12.766	8.203015	6.6569	8.154	9.6713	11.0616	0.05819	0.390086	0.644397	0.924569	lehmus	317	NA
5550	50607.87	18587.58	11.587	7.510586	6.6002	7.451	8.0304	9.853	0.048843	0.290488	0.722365	0.917738	lehmus	269	129
5551	50604.74	18575.72	12.053	8.520492	7.6722	8.716	9.5094	10.7176	0.033918	0.225731	0.578947	0.950877	lehmus	444	NA
5552	50601.78	18563.86	10.316	4.487468	2.919	2.986	5.9338	7.9668	0.634088	0.716329	0.870083	0.982122	lehmus	308	102
5553	50599.53	18556.19	13.855	8.867215	7.7336	8.722	10.0839	11.4845	0.026854	0.294118	0.691816	0.960358	lehmus	470	NA
5554	50591.48	18522.56	8.694	6.582902	5.7166	6.8825	7.4888	8.0144	0.004785	0.160287	0.485646	0.880383	lehmus	245	98
5555	50588.05	18514.44	12.201	7.835813	6.6711	7.9075	8.8868	9.9782	0.060345	0.336207	0.729885	0.942529	lehmus	327	NA
5556	50586.62	18507.09	9.995	7.243433	6.5643	6.992	7.969	9.126	0.014925	0.104478	0.55597	0.839552	lehmus	292	114
5557	50602.08	18495.54	6.846	4.436144	4.116	4.452	4.727	5.21	0.018018	0.207207	0.648649	0.936937	lehmus	186	70
5558	50599.36	18487.28	5.95	4.294191	3.6948	4.138	4.8444	5.5882	0.042553	0.297872	0.531915	0.702128	lehmus	144	NA
5559	50598.77	18478.73	6.554	4.338359	3.7821	4.1255	4.8188	5.4982	0.043478	0.391304	0.673913	0.913043	lehmus	172	77
5560	50596.45	18471.6	7.204	3.83443	2.783	3.895	4.587	5.483	0.456954	0.688742	0.92053	0.986755	lehmus	166	NA
5561	50593.97	18463.39	7.146	4.81188	4.3485	4.677	5.1591	5.756	0	0.064815	0.444444	0.777778	lehmus	174	81
5563	50590.21	18447.78	5.458	3.612226	3.1325	3.4695	3.9533	4.6306	0.225806	0.596774	0.758065	0.919355	lehmus	136	62
5564	50593.06	18439.44	7.278	4.819063	4.3007	4.558	5.0776	6.2972	0.05	0.454167	0.766667	0.9	lehmus	184	NA
5565	50589.79	18431.98	6.982	4.511991	3.9863	4.5095	4.9894	5.4927	0.089286	0.419643	0.830357	0.955357	lehmus	176	69
5566	50588.81	18423.74	6.075	4.602	4.09	4.591	5.1348	5.5376	0.016807	0.184874	0.487395	0.747899	lehmus	171	NA
5567	50586.1	18415.84	6.328	4.587813	4.0275	4.544	5.0885	5.623	0	0.09375	0.364583	0.5625	lehmus	174	72
5569	50568.01	18428.05	7.56	4.832142	4.2905	4.711	5.088	6.1075	0.018868	0.283019	0.707547	0.886792	lehmus	171	NA
5570	50570.5	18436.29	6.92	4.810354	4.3352	4.537	5.356	5.9954	0.030303	0.343434	0.686869	0.939394	lehmus	157	78
5571	50573.09	18443.74	7.297	4.878029	4.0673	4.8635	5.3848	6.0622	0	0.171429	0.428571	0.728571	lehmus	151	NA
5573	50577.44	18467.84	12.769	8.59023	7.4276	8.383	9.6162	11.0424	0.042283	0.274841	0.684989	0.945032	lehmus	360	NA
5574	50578.19	18475.76	9.744	6.767174	5.8342	6.708	7.7049	8.6829	0.043478	0.309783	0.625	0.940217	lehmus	281	105
5575	50580.15	18484.49	9.864	6.496739	6.1309	6.9365	7.5581	8.6297	0.132576	0.265152	0.674242	0.931818	lehmus	318	NA
5576	50580.2	18487.95	10.207	6.936871	5.8104	6.8505	7.9615	9.7818	0.072581	0.334677	0.600806	0.826613	lehmus	261	102
5577	50586.7	18499.92	10.181	6.894442	5.7455	6.459	8.329	9.3565	0.070513	0.358974	0.628205	0.878205	lehmus	261	NA
6169	47951.16	19896.09	14.729	8.030493	6.0278	7.423	9.8081	12.5965	0.205575	0.519164	0.735192	0.893728	koivu	216	170
6170	47958.04	19897.65	14.841	8.619231	5.9651	8.284	11.0988	12.673	0.244505	0.467033	0.60989	0.876374	koivu	242	NA
6171	47967.21	19898.89	16.957	9.303144	7.7179	9.277	11.3601	13.6996	0.218686	0.51848	0.777207	0.968172	koivu	290	NA
6172	47972.27	19900.56	14.669	8.813727	6.5607	8.8885	10.4194	12.6774	0.139198	0.416481	0.708241	0.934298	koivu	268	NA
6173	47980.15	19901.44	14.723	7.791279	5.4885	7.927	10.0405	13.0825	0.348185	0.547855	0.770627	0.922442	koivu	264	179
6174	47987.42	19904.46	18.788	10.776696	8.7384	11.031	12.6636	15.9308	0.171331	0.451877	0.769283	0.957679	koivu	409	NA
6456	48241.9	18590.61	18.917	12.206592	9.8693	12.5425	14.6903	17.0337	0.083688	0.344681	0.603546	0.911348	lehmus	212	NA
6457	48250.4	18585.93	18.18	12.388269	9.76	12.578	14.712	16.88	0.028133	0.299233	0.516624	0.805627	lehmus	275	105
6458	48257.67	18593.16	19.593	13.18779	11.0182	13.65	15.6589	18.0757	0.05303	0.292088	0.56229	0.876263	lehmus	419	NA
6459	48265.72	18593.29	21.137	14.16526	11.9747	14.663	16.8425	19.0889	0.064404	0.267313	0.546399	0.886427	lehmus	464	145
6460	48274.29	18590.62	21.699	14.575087	12.2122	15.271	17.4346	19.5802	0.096089	0.264804	0.519553	0.864804	lehmus	437	NA
6699	49064.84	18120.1	3.654	2.862344	2.675	2.7245	3.0448	3.3976	0.09375	0.5	0.6875	0.875	orapihlaja	96	51
6700	49074.24	18118.33	4.649	3.436724	3.0274	3.5265	3.7109	4.1902	0.12069	0.396552	0.689655	0.896552	orapihlaja	106	NA
6701	49067.97	18115.09	4.87	3.009545	2.6615	2.7195	2.959	4.156	0.528409	0.795455	0.846591	0.897727	orapihlaja	138	66
6702	49070.68	18123.12	5.71	4.047551	3.6099	4.0635	4.4347	4.886	0.025641	0.230769	0.525641	0.833333	orapihlaja	167	NA
6703	49058.13	18117.44	4.595	3.460431	3.242	3.483	3.745	4.098	0.078431	0.215686	0.529412	0.862745	orapihlaja	131	67
6704	49066.9	18130.02	3.922	3.032511	2.671	2.935	3.4046	3.613	0.155556	0.466667	0.577778	0.844444	orapihlaja	115	NA
6705	49060.85	18125.9	4.149	3.421822	3.2366	3.417	3.6106	3.8834	0.022222	0.088889	0.244444	0.555556	orapihlaja	122	64
6706	49054.8	18123.88	4.423	3.160154	2.8775	2.9875	3.2595	4.135	0.115385	0.576923	0.807692	0.846154	orapihlaja	112	NA
7686	45000.8	17598.63	9.98	3.470913	3.0333	3.341	3.7729	4.2118	0.944816	0.986622	0.986622	0.986622	omena	167	NA
7687	45004.96	17591.5	5.797	3.798287	3.329	3.812	4.2235	4.97	0.233236	0.54519	0.826531	0.976676	omena	165	61
7688	45007.31	17600.67	9.126	3.609026	3.163	3.591	3.962	4.354	0.798493	0.990584	0.990584	0.990584	omena	173	56
7689	45011.11	17592.4	5.281	3.657255	3.2632	3.609	4.0782	4.5678	0.210682	0.501484	0.795252	0.952522	omena	140	NA
7690	45006.18	17576.95	6.23	4.358804	4.0146	4.411	4.8011	5.3108	0.081948	0.330166	0.776722	0.984561	omena	186	78
7691	45007.35	17573.72	5.895	4.188014	3.872	4.305	4.633	5.041	0.096178	0.321825	0.733662	0.98767	omena	244	NA
7694	45011.43	17558.88	7.648	5.660242	4.9672	5.945	6.4876	6.8074	0.01039	0.153247	0.350649	0.527273	omena	246	76
7695	45011.81	17555.98	9.609	6.676088	5.6218	6.953	7.9674	8.5844	0.047158	0.274486	0.487304	0.784764	omena	224	NA
7696	45004.98	17546.19	14.689	9.825092	7.7856	10.706	12.4219	13.391	0.166848	0.326087	0.496739	0.85	omena	232	99
7697	45005.92	17546.96	14.666	9.345045	6.812	8.816	11.98	13.712	0.182849	0.437987	0.569809	0.813607	omena	197	NA
7698	45012.92	17536.54	10.286	4.881162	3.018	3.527	4.0246	10.0884	0.756757	0.756757	0.756757	0.756757	omena	61	46
7701	45021.54	17499.75	6.016	4.538753	4.4684	4.729	4.9436	5.2796	0.101299	0.174026	0.501299	0.963636	omena	177	NA
7702	45021.96	17491.71	7.726	6.150062	5.838	6.234	6.7574	7.2154	0.017831	0.071322	0.33581	0.820208	omena	243	91
7703	45023.42	17491.17	7.893	6.215141	5.7723	6.3565	6.7654	7.386	0.008646	0.053314	0.216138	0.595101	omena	280	NA
7704	45025.03	17473.56	10.38	4.9551	4.1361	4.8605	5.4157	5.9374	0.347368	0.831579	0.942105	0.942105	omena	211	70
7705	45030.43	17464.3	8.979	6.050303	5.2727	5.972	6.6863	7.6721	0.016082	0.154971	0.561404	0.842105	omena	314	NA
7706	45029.72	17458.4	9.662	6.264795	5.3696	6.375	7.0392	8.1206	0.038822	0.273092	0.568942	0.864793	omena	240	103
7707	45031.65	17456.33	9.24	6.226668	5.9334	6.576	7.0497	7.6335	0.071856	0.245509	0.549401	0.968563	omena	221	NA
7708	45033.13	17453.98	8.367	6.03082	5.5444	6.0095	6.6321	7.5071	0.030928	0.134021	0.402062	0.78866	omena	219	95
7711	45034.51	17439.45	7.286	5.016727	4.5255	5.033	5.629	6.2245	0.067093	0.247604	0.587859	0.916933	omena	189	80
7712	45034.56	17431.31	7.629	5.243338	4.7998	5.177	5.645	6.4408	0.016007	0.181971	0.646167	0.917439	omena	234	NA
7713	45035.15	17414.2	10.57	6.539118	6.0294	6.648	7.3418	7.9334	0.066169	0.271078	0.708645	0.981857	omena	249	96
7715	45039.33	17408.57	7.382	5.116634	4.7712	5.0105	5.3618	6.3649	0.017241	0.176724	0.646552	0.866379	omena	235	62
7748	45078.89	17217.92	9.851	6.972859	6.165	7.1835	7.9918	8.7481	0.049533	0.257944	0.571963	0.954206	omena	27	NA
7762	45091.31	17150.55	15.417	10.794773	10.0144	11.928	13.3631	14.3614	0.138182	0.256364	0.407273	0.825455	kuusi	283	132
7763	45091.81	17155.78	14.388	6.185517	4.2468	5.634	7.4216	10.8248	0.518919	0.771171	0.897297	0.974775	kuusi	313	150
33927	50155.34	19219.88	6.329	4.798545	4.4574	4.836	5.2836	5.6987	0.016129	0.13871	0.351613	0.7	jalava	186	51
33929	50153.51	19226.17	7.854	5.908938	5.3734	5.969	6.4024	7.002	0	0.00703	0.156415	0.43058	jalava	215	NA
33935	50151.71	19247.67	7.88	5.982658	5.784	6.487	6.721	7.1865	0.065217	0.208075	0.326087	0.835404	jalava	200	NA
33937	50153.19	19259.63	7.73	5.50525	4.7037	5.323	6.0869	7.0811	0	0.083333	0.402778	0.659722	jalava	290	95
33941	50151.5	19276.99	9.907	7.346899	6.565	7.545	8.592	9.144	0.024705	0.129968	0.311493	0.585392	jalava	292	118
33943	50149.29	19282.23	9.584	6.766558	6.275	6.9415	7.5819	8.4996	0.067847	0.205015	0.581121	0.943953	jalava	317	NA
33945	50149.96	19290.88	10.03	6.641534	5.5903	6.5635	8.0082	8.9391	0.114706	0.355882	0.65098	0.935294	jalava	347	108
33947	50148.6	19298.5	8.668	5.916172	5.2774	6.017	6.33	7.4018	0	0.078624	0.383292	0.781327	jalava	248	NA
33949	50148.45	19305.92	7.88	5.49601	4.9776	5.296	5.6426	7.0458	0.002096	0.073375	0.530398	0.781971	jalava	279	87
33951	50149.08	19315.09	10.581	7.131543	5.6396	6.93	8.6698	9.6846	0.10245	0.414254	0.550111	0.886414	jalava	329	NA
35514	50643.43	19351.72	11.964	7.762193	6.6316	7.58	8.9618	10.6306	0.068143	0.248722	0.541738	0.781942	lehmus	333	NA
35516	50650.48	19351.17	10.26	6.821082	5.6918	6.91	7.8753	9.3334	0.082353	0.320588	0.582353	0.841176	lehmus	303	117
35518	50657.14	19351.51	12.295	8.194401	6.7585	8.2555	9.851	11.223	0.106464	0.315589	0.576046	0.842205	lehmus	352	NA
35520	50661.21	19351.62	11.118	7.698234	6.6577	7.8575	8.801	9.7998	0.029046	0.184647	0.495851	0.840249	lehmus	271	123
35522	50668.48	19352.3	9.775	7.096979	6.022	6.738	8.048	9.2548	0.005291	0.05291	0.42328	0.624339	lehmus	254	NA
