Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji
3586	48181.67	19407.52	17.979	12.57262	11.011	12.795	14.77	16.516	0.03437	0.204583	0.551555	0.865794	lehmus
3587	48181.81	19401.38	17.414	11.986796	10.3248	12.311	13.7585	15.5242	0.025424	0.242585	0.559322	0.925847	lehmus
3588	48184.91	19392.03	18.325	12.789512	11.4448	13.333	14.878	16.4994	0.066542	0.209934	0.485473	0.897844	lehmus
3589	48185.09	19384.13	16.835	10.71931	8.9921	10.822	12.0831	14.7243	0.065863	0.333024	0.722635	0.939703	lehmus
3590	48187.53	19374.66	10.02	6.037877	4.5846	5.615	7.0338	9.8	0.219355	0.567742	0.774194	0.890323	lehmus
3591	48191.07	19370	9.611	5.982528	5.1973	6.0435	6.4231	7.6801	0.027523	0.380734	0.811927	0.922018	lehmus
3592	48193.51	19361.85	15.81	10.825444	9.351	11.145	12.47	14.202	0.035011	0.189643	0.451495	0.797228	lehmus
3593	48194.84	19355.16	15.347	10.604709	9.1784	10.779	12.4587	13.9939	0.038781	0.192521	0.450139	0.792244	lehmus
3594	48196.18	19346.37	13.991	9.870587	8.4046	9.7265	11.2979	12.6893	0.019685	0.161417	0.57874	0.870079	lehmus
3595	48198.63	19339.25	13.903	9.962383	8.5588	10.0895	11.6107	12.7518	0.009506	0.204373	0.492395	0.828897	lehmus
3596	48198.21	19330	15.49	10.299674	8.3225	10.5745	12.0456	14.1793	0.03886	0.352332	0.610104	0.896373	lehmus
3597	48202.68	19323.1	13.391	8.940766	7.6132	8.995	10.503	11.972	0.039187	0.303338	0.632801	0.92598	lehmus
3598	48203.47	19315.41	12.167	8.04615	6.8853	7.9125	8.9383	11.0025	0.05787	0.319444	0.712963	0.909722	lehmus
3599	48205.61	19307.73	13.418	9.190996	8.1308	9.008	9.905	11.8298	0.014315	0.177914	0.609407	0.879346	lehmus
3600	48207.49	19301.49	12.65	8.321794	7.2973	8.1995	9.3179	10.8722	0.019737	0.300987	0.715461	0.925987	lehmus
3601	48211.36	19284.79	10.849	7.321871	6.0962	7.322	8.0472	9.469	0.005277	0.240106	0.548813	0.852243	lehmus
3602	48212.68	19275.88	11.934	8.047733	6.8848	8.098	9.2872	10.5682	0.060413	0.295707	0.631161	0.915739	lehmus
3603	48214.23	19269.09	11.261	7.809126	6.6052	7.7545	8.9047	10.0381	0.005495	0.228022	0.612637	0.892857	lehmus
3604	48215.34	19259.72	15.315	9.633841	8.2622	9.324	10.8932	12.8298	0.007273	0.2	0.526061	0.824242	lehmus
3605	48216.57	19251.59	15.582	10.870854	9.6014	11.017	12.2314	13.7193	0.009494	0.137658	0.477848	0.865506	lehmus
3606	48220.13	19236.56	20.343	13.407341	11.0491	13.9385	15.6105	18.3149	0.05038	0.281369	0.525665	0.864068	lehmus
3607	48221.44	19227	20.501	14.310173	12.4566	14.593	16.1688	18.3267	0.010707	0.155246	0.517131	0.901499	lehmus
3608	48222.98	19219.85	20.673	13.984977	11.502	14.248	17.2	18.8415	0.058252	0.279935	0.559871	0.889968	lehmus
3609	48224.43	19214.06	18.704	13.08076	11.215	13.384	15.2108	17.4008	0.023176	0.19485	0.497854	0.830901	lehmus
3610	48226.19	19205.84	17.764	12.242556	11.2064	12.606	13.8581	15.769	0.028818	0.18732	0.508646	0.896254	lehmus
3611	48227.7	19199.14	17.631	11.683342	9.618	11.837	13.294	16.183	0.036322	0.31101	0.61748	0.879682	lehmus
3612	48231.87	19191.25	18.159	12.228056	10.611	12.407	14.093	16.268	0.022411	0.25318	0.57662	0.87765	lehmus
3613	48233.89	19182.12	18.704	12.349166	9.963	12.486	15.0356	16.8672	0.073192	0.332451	0.574956	0.897707	lehmus
3614	48238.27	19162.05	15.007	9.453848	7.979	8.841	11.051	12.971	0.050436	0.299709	0.647915	0.876819	lehmus
3615	48240.32	19153.26	18.24	12.174469	10.3866	12.658	13.9482	16.4192	0	0.111111	0.314363	0.558266	lehmus
3616	48242.22	19145.92	19.102	11.909694	9.5628	11.659	14.2618	16.9502	0.06308	0.358071	0.671614	0.884972	lehmus
3617	48244.44	19138.23	19.786	13.604661	11.7909	13.755	15.8086	17.9705	0.031504	0.218496	0.542683	0.881098	lehmus
3618	48246.22	19131.32	17.869	12.983196	11.41	13.66	15.5265	16.5	0.039216	0.179739	0.375817	0.689542	lehmus
3619	48249.28	19121.53	12.491	8.40409	6.7808	8.774	9.699	10.9377	0.009677	0.145161	0.429032	0.683871	lehmus
3620	48249.95	19113.84	16.077	10.924656	9.1247	10.9715	12.4975	14.6667	0.030965	0.253188	0.563752	0.873406	lehmus
3622	48263.78	19100.14	16.588	9.981173	7.983	9.7955	11.7855	14.4235	0.129274	0.425214	0.719017	0.943376	lehmus
3623	48261.2	19107.71	16.58	10.761082	8.9268	10.813	12.3624	14.378	0.019143	0.249772	0.532361	0.854148	lehmus
3624	48259.55	19115.84	15.666	10.311147	8.7507	10.4765	11.8769	13.6432	0.046875	0.267857	0.629464	0.928571	lehmus
3625	48256.31	19125.19	17.092	11.061243	9.335	11.156	13.0438	15.1786	0.078539	0.317808	0.649315	0.917808	lehmus
3626	48255.11	19132.11	14.561	9.46568	7.646	9.298	11.409	12.953	0.039216	0.349673	0.650327	0.924837	lehmus
3627	48253.27	19139.79	19.18	12.592575	10.407	12.744	14.9352	17.5328	0.046647	0.286686	0.573372	0.841594	lehmus
3629	48241.52	19193.47	13.93	10.286196	9.1872	10.307	12.3364	13.3436	0.033962	0.203774	0.456604	0.728302	lehmus
3631	48236.02	19207.83	18.829	12.939908	11.5358	12.903	14.3812	16.8786	0.012428	0.164043	0.603148	0.905551	lehmus
3632	48235.41	19215.18	16.405	11.938241	10.8982	11.9365	13.9138	15.4375	0.017241	0.156897	0.5	0.810345	lehmus
3633	48230.27	19224.11	19.178	12.975984	10.8305	12.6065	15.3885	17.2515	0.007987	0.196486	0.538339	0.776358	lehmus
3634	48230.24	19229.89	20.24	14.075662	12.5624	14.702	16.0528	18.3777	0.027254	0.189727	0.417191	0.828092	lehmus
3635	48227.98	19238.03	20.028	13.539247	12.0125	14.177	15.6903	17.634	0.045533	0.237113	0.475086	0.886598	lehmus
3636	48225.14	19253.83	16.491	10.886744	9.1428	11.18	12.5452	14.7738	0.021575	0.298813	0.598706	0.903991	lehmus
3637	48223.37	19261.4	14.519	9.522421	7.6773	9.318	10.9181	13.0546	0.005988	0.266467	0.535928	0.791916	lehmus
3638	48222.51	19268.86	12.892	8.265817	6.952	8.07	9.168	10.929	0.011601	0.327146	0.686775	0.916473	lehmus
3639	48221.63	19277.66	11.521	7.478309	6.4996	7.097	8.3014	9.8614	0.010941	0.28884	0.691466	0.916849	lehmus
3640	48219.45	19283.79	10.556	6.735265	5.657	6.343	7.723	9.191	0.049869	0.485564	0.755906	0.947507	lehmus
3641	48215.88	19301.94	12.72	8.852593	7.9073	8.6195	9.6141	11.3999	0.006198	0.154959	0.64876	0.913223	lehmus
3642	48214.43	19308.85	14.541	10.026628	8.6	9.936	11.5465	13.1625	0.024648	0.192782	0.557218	0.881162	lehmus
3643	48211.6	19316.86	13.226	8.783885	7.329	8.5455	10.2197	12.2894	0.038462	0.307692	0.623482	0.854251	lehmus
3644	48210.1	19325.44	13.728	9.343177	8.011	9.458	10.785	11.944	0.01995	0.279302	0.588529	0.9202	lehmus
3645	48209.15	19331.35	15.909	10.51731	8.9318	10.7765	12.1133	13.8608	0.049312	0.298739	0.635894	0.943234	lehmus
3646	48205.74	19341.03	16.389	11.180127	9.3998	11.196	13.115	15.1928	0.041614	0.258512	0.537201	0.833544	lehmus
3647	48204.98	19348.49	16.298	11.289787	9.8185	11.457	12.794	14.4295	0.017216	0.193862	0.562126	0.91018	lehmus
3648	48203.25	19356.52	15.323	10.817475	9.5694	11.366	12.4566	13.9482	0.013556	0.233577	0.458811	0.887383	lehmus
3649	48200.67	19364.53	15.506	10.809935	9.466	11.0495	12.5998	14.2146	0.003682	0.165685	0.329897	0.614875	lehmus
3650	48198.97	19371.21	7.615	5.187902	4.324	5.093	5.991	6.86	0.065574	0.393443	0.590164	0.868852	lehmus
3651	48200.17	19376.67	10.064	6.991574	5.8794	6.9015	8.009	9.1227	0.018519	0.198413	0.452381	0.706349	lehmus
3652	48196.25	19387.92	17.292	10.984826	9.5738	11.32	13.1628	15.3606	0.123049	0.300275	0.642792	0.928375	lehmus
3653	48193.83	19395.27	17.245	9.614739	7.2916	9.612	13.0156	15.058	0.255135	0.498378	0.672432	0.926486	lehmus
3654	48190.96	19402.06	18.096	12.420096	10.708	12.84	14.181	16.007	0.016949	0.235504	0.537021	0.920607	lehmus
3655	48191.04	19410.41	18.301	12.737419	11.1026	13.149	14.5382	16.7565	0.012088	0.18022	0.410989	0.782418	lehmus
3656	48189.21	19417.53	18.638	12.810336	10.595	13.154	14.9944	16.7022	0.002186	0.126776	0.42623	0.668852	lehmus
3657	48185.68	19423.89	18.687	12.787461	10.9166	13.329	14.8482	17.3704	0.02033	0.257942	0.500635	0.847522	lehmus
3658	48185.01	19432.59	19.133	13.574872	12.345	14.0285	15.8985	17.4555	0.020875	0.219682	0.49006	0.892644	lehmus
3659	48181.95	19439.81	19.36	13.898038	12.7894	14.4605	15.7323	17.3399	0.009783	0.140217	0.397826	0.866304	lehmus
3660	48181.47	19447.94	18.568	13.319187	12.4466	13.906	15.5044	16.9848	0.049818	0.128797	0.46294	0.882139	lehmus
3661	48180.09	19456.86	15.552	10.336629	8.556	10.412	12.0344	13.4616	0.01354	0.251451	0.50677	0.852998	lehmus
3662	48177.48	19465.19	16.224	11.440056	10.2143	11.913	13.3438	14.4908	0.028	0.236	0.508	0.934	lehmus
3663	48175.86	19472.55	17.666	12.045573	10.2386	12.43	13.921	15.9834	0.04499	0.239264	0.509202	0.842536	lehmus
3664	48174.35	19479.47	17.638	11.739599	10.4785	12.0805	13.278	15.0063	0.01831	0.153521	0.367606	0.770423	lehmus
3665	48171.52	19488.81	17.843	12.431232	10.6906	12.556	14.2642	16.05	0	0.020151	0.196474	0.413098	lehmus
3666	48174.9	19514.92	16.294	10.403456	8.43	10.197	12.58	14.356	0.077453	0.375215	0.643718	0.919105	lehmus
3667	48171.56	19526.61	17.047	10.887037	9.1856	10.611	12.8196	14.8311	0.030612	0.227041	0.567602	0.784439	lehmus
3669	48166.71	19549.57	16.389	10.294142	8.3483	10.407	11.9422	14.4786	0.07377	0.362022	0.703552	0.949454	lehmus
3670	48164.55	19560.08	15.201	10.05748	8.5417	10.4415	11.5816	13.6758	0.075529	0.287009	0.638973	0.889728	lehmus
3671	48162.44	19573.01	12.646	8.241926	7.1052	8.15	8.9428	10.743	0.010762	0.198206	0.619731	0.878027	lehmus
3699	48620.6	19983.58	13.57	8.546023	7.0543	8.3945	9.9776	11.9307	0.097902	0.386364	0.681818	0.917832	lehmus
3700	48627.21	19987.15	14.113	7.661933	6.291	7.971	9.056	11.4635	0.230032	0.490415	0.833866	0.969649	lehmus
3701	48632.82	19992.87	14.106	7.636435	6.6418	7.547	9.4038	11.3902	0.2038	0.56304	0.792746	0.958549	lehmus
3702	48639.42	19997.22	14.351	8.410165	7.4343	8.4875	9.6468	11.5822	0.145907	0.427046	0.843416	0.951957	lehmus
3703	48703.22	19970.68	14.33	9.554692	7.7961	9.676	11.2663	13.02	0.005535	0.215867	0.407749	0.675277	lehmus
3704	48714.88	19976.82	16.723	9.93619	7.768	9.94	12.14	14.733	0.167498	0.432702	0.707876	0.929212	lehmus
3707	48742.01	19990.98	13.845	8.871077	7.401	9.038	10.2022	11.921	0.031434	0.225933	0.465619	0.793713	lehmus
3708	48770.73	19996.32	12.793	7.8074	6.3236	7.417	9.1378	10.9346	0.106667	0.47619	0.727619	0.937143	lehmus
3709	48778.83	19998.45	12.924	7.442792	5.8844	7.4145	8.9095	10.4565	0.192214	0.502433	0.798054	0.982968	lehmus
3712	48743.41	19981.73	13.521	8.312674	6.7102	8.12	9.782	11.4678	0.082372	0.349259	0.599671	0.843493	lehmus
3713	48747.25	19966.56	14.232	7.919485	6.3679	7.5545	8.9657	11.6156	0.166287	0.566059	0.808656	0.971526	lehmus
3714	48749.03	19963.47	12.549	8.008201	6.6832	7.5725	9.5411	11.6929	0.143426	0.416335	0.681275	0.87251	lehmus
3715	48750.65	19952.45	13.931	8.548221	7.3715	8.659	9.5857	11.6746	0.11639	0.359857	0.767221	0.95962	lehmus
3716	48750.55	19944.52	14.503	9.11859	7.5888	8.818	10.6284	13.1674	0.082497	0.397993	0.693423	0.887402	lehmus
3717	48752.82	19937.4	14.387	8.713893	7.3038	8.672	9.9737	11.6768	0.056266	0.398977	0.7711	0.965473	lehmus
3718	48754.44	19923.8	14.864	9.218324	7.6891	9.1015	10.6441	12.9806	0.107937	0.348413	0.688889	0.901587	lehmus
3719	48754.9	19913.9	13.415	8.11613	6.7224	8.074	9.1812	11.5996	0.139578	0.404959	0.801653	0.918274	lehmus
3720	48757.79	19908.66	14.403	9.170899	7.591	9.4825	10.642	12.0565	0.098476	0.356389	0.706331	0.961313	lehmus
3721	48761.48	19886.07	15.48	9.440977	7.7556	9.828	11.2926	12.9936	0.159288	0.36743	0.728244	0.964377	lehmus
3722	48763.53	19875.38	15.456	9.710463	8.4768	9.802	11.2466	13.1056	0.084864	0.331017	0.720099	0.947891	lehmus
3723	48765.92	19864.57	16.91	10.718291	8.6964	10.359	12.7208	15.0726	0.047192	0.376121	0.669655	0.903256	lehmus
3724	48765.09	19856.56	16.62	9.833605	7.7557	9.415	11.9182	14.1614	0.150665	0.466765	0.708272	0.939439	lehmus
3725	48768.07	19847.11	16.883	10.838835	9.1322	11.128	12.8512	14.9512	0.092611	0.270936	0.522167	0.80197	lehmus
3726	48772.91	19838.53	15.719	9.159063	6.6197	9.1045	11.0348	13.9653	0.229687	0.465625	0.744531	0.919531	lehmus
3729	48777.68	19799.87	15.77	8.953227	6.5205	8.5365	11.3115	13.6465	0.257387	0.522551	0.724728	0.94479	lehmus
3730	48779.82	19788.64	17.049	9.696128	7.6585	9.2475	11.5565	14.483	0.181759	0.52458	0.796248	0.947607	lehmus
3731	48782.52	19778.04	14.377	9.149107	7.749	9.2185	10.398	13.0085	0.044944	0.202247	0.429775	0.803371	lehmus
3732	48751.11	19729.13	32.101	6.568362	4.5386	6.669	7.9734	8.9443	0.981343	0.981343	0.981343	0.981343	lehmus
3734	48736.98	19714.54	6.98	4.159204	2.7518	4.284	5.3316	6.2972	0.483871	0.508961	0.702509	0.90681	lehmus
3735	48730.76	19706.74	7.381	5.079735	4.6562	5.332	5.5408	6.2604	0.096386	0.192771	0.46988	0.891566	lehmus
3736	48645.78	19742.68	16.43	11.696121	9.7082	12.054	14.461	15.4718	0.01335	0.186893	0.332524	0.538835	vaahtera
3737	48712.09	19836.16	7.347	5.269421	4.6006	5.2115	5.8952	6.5868	0	0.066116	0.417355	0.623967	lehmus
3738	48707.06	19842.29	8.151	5.489433	4.8562	5.565	6.1998	6.9	0.054187	0.211823	0.482759	0.79803	lehmus
3739	48702.95	19849.52	8.014	5.615133	4.978	5.595	6.304	7.108	0.049793	0.286307	0.659751	0.921162	lehmus
3740	48698.28	19856.31	10.088	6.337489	5.1828	6.1885	7.1798	8.8822	0.115789	0.421053	0.713158	0.876316	lehmus
3741	48692.67	19863.12	8.027	5.461865	4.77	5.422	6.034	6.854	0.007092	0.205674	0.51773	0.815603	lehmus
3742	48687.67	19869.45	7.781	5.626065	4.9996	5.62	6.3538	6.96	0.010811	0.140541	0.340541	0.605405	lehmus
3743	48683.06	19876.35	8.593	5.875728	5.37	5.988	6.41	7.306	0.011338	0.217687	0.378685	0.78458	lehmus
3744	48675.9	19884.36	8.749	5.914744	5.216	5.822	6.5186	7.6294	0	0.13738	0.434505	0.722045	lehmus
3745	48672.44	19892.72	11.854	6.785699	6.0241	6.9865	7.6396	8.5308	0.114155	0.484018	0.954338	0.993151	lehmus
3746	48665.5	19898.73	8.931	6.342531	5.494	6.038	7.1856	8.2522	0.002519	0.156171	0.476071	0.667506	lehmus
3749	48638.8	19931.29	11.72	7.464496	6.2044	7.067	8.6728	10.3326	0.050132	0.340369	0.643799	0.85752	lehmus
3750	48635.16	19938.26	12.207	7.559873	6.0627	7.383	8.891	10.3395	0.041892	0.318919	0.571622	0.828378	lehmus
3751	48628.97	19945.53	12.28	7.70821	6.6504	7.8015	8.8329	10.2374	0.092486	0.346821	0.705202	0.949422	lehmus
3752	48625.05	19952.51	9.716	6.385334	5.425	6.444	7.226	8.349	0.072319	0.354115	0.700748	0.952618	lehmus
3753	48617.9	19960.23	10.507	6.784123	5.8642	6.636	7.8196	8.8922	0.007435	0.204461	0.539033	0.817844	lehmus
3754	48613.68	19966.93	10.955	6.793366	5.5894	6.554	7.9188	9.4318	0.083475	0.425894	0.679727	0.897785	lehmus
3755	48580.94	19943.01	11.093	6.278208	5.3248	6.143	7.0155	8.5929	0.116788	0.532847	0.832117	0.989051	lehmus
3757	48594.09	19926.87	18.295	10.71777	8.3434	10.649	13.3496	15.929	0.18794	0.451256	0.695477	0.942714	lehmus
3759	48605.76	19909.67	14.609	8.764469	6.309	8.632	11.2002	13.2534	0.233103	0.451034	0.65931	0.904828	lehmus
3762	48406.79	20261.19	18.126	9.862239	7.9972	9.469	11.96	13.2464	0.125108	0.522002	0.858499	0.998274	lehmus
3763	48405.9	20251.4	15.28	9.385659	7.1354	9.209	10.7245	14.5318	0.07971	0.449275	0.71256	0.862319	lehmus
3764	48416.35	20247.16	22.755	9.854957	8.0678	9.71	12.0354	14.754	0.30459	0.744089	0.981919	0.981919	lehmus
3765	48420.73	20239.59	22.684	8.609124	7.0692	8.3865	10.0886	13.1802	0.466019	0.843447	0.998786	0.998786	lehmus
3766	48419.02	20230.9	17.047	10.324376	8.1068	10.634	11.6642	15.1716	0.135593	0.40565	0.735593	0.905085	lehmus
3768	48428.74	20215.65	14.787	9.287608	6.94	9.321	11.5415	13.22	0.142643	0.436937	0.641141	0.885886	lehmus
3769	48432.24	20211.87	14.641	9.777239	7.7538	10.833	11.8694	13.5746	0.133455	0.347349	0.493601	0.848263	lehmus
3770	48436.07	20205.62	13.88	8.446595	7.0119	7.6135	9.4739	12.4781	0.09331	0.547535	0.746479	0.929577	lehmus
3771	48441.85	20199.06	9.44	6.792832	5.874	6.488	7.924	8.866	0	0.082725	0.301703	0.586375	lehmus
3772	48445.96	20191.15	13.24	8.762192	7.2301	8.7825	10.3449	12.2074	0.064371	0.368263	0.61976	0.872754	lehmus
3773	48454.23	20182.59	13.757	8.57468	7.0758	8.325	9.5588	12.408	0.095477	0.403685	0.765494	0.916248	lehmus
3774	48463.35	20176.69	21.566	7.747367	6.5566	7.112	8.5046	10.2382	0.648402	0.980213	0.987823	0.990868	lehmus
3775	48462.96	20169.55	9.144	6.221756	5.6865	6.3275	6.7565	7.3047	0.009615	0.240385	0.701923	0.974359	lehmus
3776	48466.3	20162.09	14.56	9.049832	7.3534	8.342	11.1366	13.9444	0.131183	0.31828	0.589247	0.756989	lehmus
3778	48480.79	20150.96	20.819	10.48883	8.7279	10.233	12.0403	14.4823	0.184575	0.608319	0.915945	0.983536	lehmus
3779	48426.42	20174.43	14.578	9.150362	7.243	8.855	10.647	12.761	0.059282	0.312012	0.558502	0.794072	lehmus
3780	48419.77	20168.43	14.898	9.07369	7.7283	8.467	10.0667	13.129	0.091022	0.274314	0.690773	0.801746	lehmus
3781	48413.12	20163.08	16.395	9.549184	7.2106	9.4455	11.4832	14.5502	0.187225	0.457048	0.721366	0.90859	lehmus
3782	48401.5	20161.4	16.303	9.225108	6.8561	9.547	11.1503	13.4231	0.13125	0.45	0.604167	0.885417	lehmus
3784	48409	20146.58	9.127	5.864969	5.0233	5.951	6.7306	7.7013	0.1	0.423077	0.753846	0.969231	lehmus
3793	48491.37	20087.48	7.855	5.287455	4.7294	4.982	5.5832	6.6328	0	0.030303	0.545455	0.818182	lehmus
3794	48497.86	20080.91	9.193	5.976885	5.1587	5.7365	6.6719	7.605	0.00303	0.363636	0.712121	0.951515	lehmus
3795	48495.73	20121.12	10.193	6.130428	5.19	6.873	7.5185	9.199	0.192771	0.445783	0.771084	0.939759	lehmus
3797	48505.91	20109.66	10.296	7.097229	5.816	7.313	8.039	9.323	0	0.114504	0.381679	0.59542	lehmus
3798	48512.07	20101.29	10.265	6.476927	5.7885	6.295	6.8837	8.5383	0.027273	0.281818	0.781818	0.9	lehmus
3799	48515.45	20095.86	12.414	8.102879	6.7338	8	9.3362	11.1038	0.055928	0.346756	0.684564	0.914989	lehmus
3800	48520.73	20089.17	11.069	7.244789	6.3155	7.3845	8.3485	9.9485	0.16474	0.33815	0.696532	0.927746	lehmus
3801	48524.74	20082.49	11.926	7.404042	5.7557	7.388	8.5634	10.138	0.04703	0.363861	0.576733	0.863861	lehmus
3803	48537.44	20072.64	11.011	6.802623	5.1108	6.425	8.5091	10.1874	0.2	0.481818	0.668182	0.809091	lehmus
3804	48543.79	20065.68	18.436	6.321663	5.3585	6.4955	7.0406	8.0642	0.571875	0.996875	0.996875	0.996875	lehmus
3805	48545.74	20058.43	7.926	4.593859	2.4354	4.384	5.9934	7.0168	0.362162	0.52973	0.686486	0.908108	lehmus
3809	48570.34	20031.27	20.811	10.914096	8.908	11.1365	12.961	14.6235	0.162228	0.513317	0.930993	0.997579	lehmus
3810	48572.12	20021.24	12.474	8.044528	7.2108	7.909	9.1652	10.588	0.0489	0.271394	0.691932	0.9511	lehmus
3812	48580.07	20008.67	11.59	8.943528	8.1686	9.195	9.8358	10.6676	0.005682	0.0625	0.372159	0.795455	lehmus
3814	48607.7	20000.5	12.743	8.568139	7.207	8.343	10	11.5895	0.02194	0.21709	0.501155	0.728637	lehmus
3815	48613.92	20005.53	15.178	8.981593	7.3488	8.6655	10.7372	13.0252	0.151136	0.392045	0.615909	0.871591	lehmus
3816	48620.42	20010.2	10.851	6.536474	5.3335	6.161	7.36	9.2855	0.087719	0.524123	0.785088	0.945175	lehmus
3817	48626.25	20015.33	10.002	6.397644	5.7502	6.295	7.2076	7.9072	0.014577	0.166181	0.527697	0.857143	lehmus
3818	48632.69	20019.61	8.54	5.237748	4.4976	4.9965	5.6305	7.4383	0.12766	0.592199	0.804965	0.971631	lehmus
3820	48647.06	20030.81	7.232	4.192888	3.538	3.878	4.6975	5.9885	0.305825	0.669903	0.854369	0.951456	lehmus
3821	48654.06	20036.65	6.954	4.198401	3.4421	4.129	4.7587	5.5677	0.301887	0.575472	0.839623	0.962264	lehmus
3822	48642.06	20041.84	6.757	3.961772	3.3449	3.804	4.2615	5.5019	0.344444	0.733333	0.872222	0.955556	lehmus
3823	48647.44	20045.72	6.962	3.970913	3.3102	3.749	4.4	5.5358	0.333333	0.688525	0.863388	0.95082	lehmus
3824	48639.12	20049.45	7.388	4.18475	3.5945	4.048	4.6835	5.561	0.275641	0.666667	0.878205	0.980769	lehmus
3826	48632.5	20070.49	5.406	3.728266	3.2934	3.773	4.0842	4.6346	0.164557	0.405063	0.772152	0.936709	lehmus
3827	48621.21	20077.24	19.034	10.131998	6.9645	9.8865	12.7195	16.425	0.306167	0.542401	0.748899	0.946586	lehmus
3828	48616.21	20088.82	16.104	9.391911	6.8324	9.063	11.6242	14.2272	0.203556	0.465778	0.693333	0.907556	lehmus
3834	48775.35	19778.16	8.996	6.476595	5.8897	6.58	7.2027	8.0186	0.026802	0.159889	0.485213	0.874307	vaahtera
3836	48817.72	19787.53	20.318	14.787507	12.6907	16.316	17.8644	19.3082	0.068097	0.209888	0.389925	0.716418	lehmus
3841	48843.95	19800.46	21.551	17.820143	17.787	19.562	20.4576	20.9703	0.091304	0.113043	0.117391	0.278261	lehmus
3853	48942.72	19816.99	11.425	8.390614	7.527	8.903	10.4048	10.804	0.115274	0.230548	0.446686	0.685879	vaahtera
3855	48807.96	19715.69	9.669	6.078525	5.23	6.0505	6.7745	7.9583	0.113924	0.409283	0.795359	0.945148	lehmus
3856	48809.41	19706.58	11.547	6.646555	5.4504	6.297	7.553	9.0796	0.090301	0.448161	0.70903	0.913043	lehmus
3863	48808.02	19675.16	10.914	6.952017	5.8888	6.797	7.7008	9.4924	0.008584	0.218884	0.566524	0.811159	lehmus
3865	48816.63	19651.54	10.011	6.698956	5.7904	6.497	7.4616	8.6484	0.017621	0.299559	0.643172	0.929515	lehmus
3866	48817.49	19641.19	10.141	5.395182	3.201	5.387	6.55	8.558	0.396594	0.608273	0.815085	0.965937	lehmus
3867	48811.58	19698.88	8.49	5.711786	5.0287	5.662	6.2948	7.289	0.072917	0.317708	0.734375	0.932292	lehmus
3868	48814.22	19689.74	8.396	5.753543	4.98	5.412	6.5428	7.673	0	0.138298	0.457447	0.670213	lehmus
3869	48816.89	19680.38	11.395	6.256769	5.3043	6.3325	6.9084	7.8172	0.161538	0.446154	0.853846	0.953846	lehmus
3870	48818.67	19672.6	7.609	5.485377	4.7876	5.691	6.062	6.8666	0	0.113208	0.358491	0.490566	lehmus
3871	48821.57	19664.03	9.273	6.120649	5.4587	5.855	6.7333	7.7064	0	0.085106	0.414894	0.723404	lehmus
3872	48825.26	19653.32	11.627	6.124422	4.651	5.884	7.244	8.964	0.310559	0.639752	0.863354	0.981366	lehmus
3873	48826.13	19646.65	8.786	5.177007	4.5703	5.1605	5.657	7.0682	0.217391	0.557971	0.855072	0.985507	lehmus
3874	48827.59	19637.51	9.93	5.991005	4.8015	5.708	6.8706	8.5855	0.142202	0.422018	0.66055	0.857798	lehmus
3875	48826.04	19623.93	9.699	6.401227	5.5552	6.333	7.3992	8.8048	0.122699	0.306748	0.656442	0.840491	lehmus
3876	48824.5	19619.24	12.204	7.54103	6.5124	7.4705	8.6267	9.993	0.02974	0.284387	0.596654	0.864312	lehmus
3877	48825.44	19613.13	10.386	6.344611	4.7645	6.2915	7.5745	9.16	0.212963	0.476852	0.726852	0.939815	lehmus
3878	48825.55	19606.11	13.112	8.619767	7.5534	8.845	9.8486	11.0106	0.046602	0.258252	0.652427	0.953398	lehmus
3879	48829	19595.42	12.578	7.883091	6.4368	7.823	9.1697	10.8075	0.10514	0.422897	0.712617	0.964953	lehmus
3880	48829.55	19588.51	10.59	6.405286	5.293	5.9705	7.32	8.939	0.050403	0.383065	0.647177	0.800403	lehmus
3881	48832.58	19577.16	12.31	7.583867	6.2329	7.338	9.0919	10.4191	0.062147	0.29096	0.573446	0.731638	lehmus
3882	48834.53	19565.8	10.32	6.918589	5.7408	6.654	8.1425	9.3082	0.071429	0.392857	0.665179	0.928571	lehmus
3883	48839.58	19554.89	11.062	7.387759	6.2722	7.092	8.6994	9.908	0.049261	0.305419	0.630542	0.891626	lehmus
3884	48842.02	19545.86	17.232	10.700687	8.3242	10.696	12.84	14.9154	0.066519	0.386918	0.644124	0.923503	lehmus
3887	48847.11	19524.15	19.05	11.869729	9.176	12.312	13.6204	17.0668	0.10929	0.36612	0.652095	0.854281	lehmus
3896	48866.48	19445.75	8.409	5.295693	4.5858	5.3645	5.9135	6.8753	0.135714	0.428571	0.828571	0.971429	lehmus
3897	48869.81	19439.52	9.047	5.355403	4.5582	5.165	5.7779	7.8146	0.11194	0.507463	0.813433	0.88806	lehmus
3898	48872.7	19432.06	8.759	5.528096	4.7252	5.301	6.3128	7.4104	0.084337	0.385542	0.638554	0.855422	lehmus
3899	48878.04	19426.94	10.219	5.823072	4.776	5.488	6.633	7.894	0.108434	0.518072	0.746988	0.915663	lehmus
3900	48878.16	19418.36	9.045	5.07599	4.6032	4.951	5.4128	6.421	0.134021	0.57732	0.85567	0.969072	lehmus
3902	48851.23	19416.35	19.381	13.4401	11.154	14.631	16.1894	17.8476	0.066804	0.200411	0.425488	0.705036	lehmus
