Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji
134	46871.88	22728.15	12.522	12.361111	12.3295	12.402	12.4303	12.4944	0	0	0	0	vaahtera
143	47008.35	22692.37	9.552	8.271312	8.15	8.202	8.27	8.3844	0	0	0	0	vaahtera
173	47514.95	22662.24	2.828	2.598625	2.5487	2.7255	2.7619	2.7944	0	0.25	0.25	0.375	vaahtera
175	49787.42	22697.44	9.231	6.959909	6.4307	7.0975	7.6916	8.2147	0.003963	0.083884	0.338177	0.76354	lehmus
176	49789.8	22689.2	9.12	6.5549	6.0025	6.5115	6.9985	8.0055	0.007559	0.137149	0.673866	0.953564	lehmus
177	49785.91	22680.44	10.02	6.903891	6.086	6.678	7.3204	8.8682	0.002933	0.245357	0.754643	0.931574	lehmus
178	49790.63	22670.36	9.55	6.983885	6.4422	6.947	7.5302	8.5236	0.00277	0.100646	0.484765	0.865189	lehmus
179	49792.01	22662.63	11.923	8.6842	8.0746	8.85	9.54	10.4286	0.026973	0.075753	0.450789	0.918221	lehmus
180	49793.59	22652.77	10.119	7.993233	7.354	7.8325	8.717	9.504	0.003813	0.032135	0.437364	0.831699	lehmus
181	49792.62	22645.02	12.718	8.973027	8.1243	8.759	9.6827	10.9195	0.010436	0.108534	0.673701	0.930659	lehmus
182	49792.29	22637.34	14.538	10.163813	9.201	10.292	11.4225	13.1695	0.018398	0.203734	0.574134	0.885552	lehmus
183	49791.99	22628.7	15.768	11.27166	10.2565	11.336	12.5905	13.928	0.014403	0.147462	0.544925	0.918381	lehmus
184	49789.91	22619.65	16.646	11.775632	10.041	11.8495	13.3923	15.2567	0.02858	0.179603	0.5358	0.876354	lehmus
185	49792.06	22607.98	16.785	12.077599	10.9751	12.3985	13.619	15.2091	0.011419	0.156747	0.474394	0.890657	lehmus
186	49791.55	22600.1	16.648	11.634257	10.0282	11.984	13.2527	14.7804	0.011278	0.18938	0.519267	0.945959	lehmus
187	49791.57	22590.73	16.022	11.317442	9.861	11.417	13.185	14.47	0.00343	0.146497	0.44145	0.724645	lehmus
188	49791.09	22581.58	17.25	12.509508	11.4762	12.671	13.9318	15.5076	0.007884	0.113705	0.459673	0.890843	lehmus
189	49790.54	22573.61	17.888	12.749325	11.4214	12.823	14.1128	15.9598	0.002885	0.082516	0.423543	0.821119	lehmus
190	49790.19	22564.52	17.569	12.510539	10.9999	12.577	13.8585	15.8045	0.003362	0.091887	0.460108	0.861721	lehmus
191	49790.97	22553.56	16.481	11.753498	10.368	11.669	12.93	14.808	0.003985	0.046164	0.371637	0.763534	lehmus
192	49789.94	22546.86	16.412	11.058314	9.8156	11.42	12.3932	13.9134	0.009001	0.219837	0.624373	0.957244	lehmus
193	49789.98	22522.39	14.266	9.312398	7.9692	9.028	10.0324	12.4554	0.004158	0.222037	0.674012	0.882744	lehmus
194	49789.22	22512.49	13.181	9.129234	7.9806	9.199	9.9902	11.5834	0.002123	0.195329	0.562936	0.901729	lehmus
195	49790.3	22505.02	12.365	8.626688	7.715	8.468	9.51	10.9946	0.011034	0.17736	0.613404	0.903147	lehmus
196	49789.63	22493.59	12.216	8.293612	7.3285	7.9775	9.195	10.3705	0.003438	0.17387	0.650786	0.96611	lehmus
197	49788.8	22485.93	11.617	8.645449	7.6733	8.6675	9.56	10.5069	0.000483	0.094112	0.500483	0.91361	lehmus
198	49789.23	22475.13	12.208	9.019346	7.943	8.678	10.181	11.148	0	0.007561	0.180529	0.544896	lehmus
199	49788.42	22468.18	12.682	9.425525	8.6745	9.381	10.288	11.26	0.004785	0.073479	0.500342	0.938141	lehmus
200	49788.83	22459.32	14.962	10.802456	9.3172	11.211	12.1549	13.3603	0.002914	0.132673	0.446581	0.884421	lehmus
201	49789.21	22450.33	15.79	11.211735	10.3349	11.173	12.1852	14.0324	0.002305	0.131916	0.564037	0.900359	lehmus
202	49788.65	22431.99	14.624	9.97236	9	9.948	10.86	12.147	0.005615	0.028545	0.301825	0.734675	lehmus
203	49788.55	22421.75	15.457	10.777339	9.307	10.98	12.053	13.536	0.004973	0.040776	0.304326	0.595724	lehmus
204	49787.26	22412.73	14.327	9.828763	8.6512	9.37	10.6692	12.4304	0	0.005685	0.264923	0.654918	lehmus
205	49787.29	22404.56	15.324	11.130433	10.2095	11.3955	12.3298	13.5923	0.003868	0.139749	0.446325	0.923598	lehmus
206	49778.38	22403.52	14.46	9.983202	8.702	9.772	11.058	12.883	0	0.028807	0.288066	0.622575	lehmus
207	49778.78	22414.63	12.944	9.288435	8.6937	9.325	10.0379	10.9678	0.001935	0.012903	0.213548	0.694194	lehmus
208	49779.56	22421.48	16.419	10.586669	9.1742	10.1475	11.6047	14.4895	0.002558	0.124503	0.457646	0.75469	lehmus
209	49779.83	22430.87	11.914	8.739559	7.8367	8.7105	9.7428	10.727	0	0.012069	0.158621	0.476724	lehmus
210	49779.45	22440.45	14.578	10.031191	8.854	10.0105	10.8763	12.7234	0.003571	0.035714	0.361813	0.756044	lehmus
211	49779.81	22449.66	12.991	9.410956	8.662	9.374	10.2665	11.31	0.003195	0.084665	0.52263	0.919063	lehmus
212	49780.39	22459.98	14.834	10.232354	9.1819	10.3085	11.198	12.6277	0.002324	0.124777	0.540758	0.931713	lehmus
213	49780.02	22468.13	11.553	8.656962	7.9728	8.5555	9.2932	10.2667	0	0.004869	0.026777	0.2926	lehmus
214	49781.21	22476.15	11.065	8.587601	7.9025	8.7385	9.3372	10.23	0.002232	0.016741	0.265067	0.691964	lehmus
215	49780.9	22485.35	10.722	8.312484	7.8591	8.479	9.1432	9.9178	0.011952	0.087649	0.340637	0.858566	lehmus
216	49781.2	22495.38	11.994	8.955554	8.1158	9.065	10.047	11.1504	0	0.012007	0.185249	0.380789	lehmus
217	49780.83	22503.98	11.429	8.075643	7.379	8.0015	8.979	9.9365	0.005359	0.186495	0.62701	0.978564	lehmus
218	49781.53	22514.39	13.991	9.801619	8.911	9.665	10.807	11.9758	0.000198	0.033882	0.260551	0.653656	lehmus
219	49781	22523.52	14.509	10.177813	9.089	10.0495	11.0409	12.4959	0.003133	0.08208	0.568922	0.92523	lehmus
220	49782.67	22544.68	15.408	10.889174	9.8128	11.0425	11.9773	13.65	0.010442	0.142369	0.567671	0.931124	lehmus
221	49781.11	22555.23	16.17	11.358307	10.3701	11.344	12.5229	14.2953	0.005175	0.151811	0.577056	0.929557	lehmus
222	49781.51	22564.2	15.873	10.726696	9.3973	10.8125	11.8824	13.8848	0.00436	0.236192	0.658067	0.952035	lehmus
223	49782.07	22572.53	15.6	10.606259	9.4126	10.587	11.3836	13.3726	0.006233	0.089988	0.412933	0.799377	lehmus
224	49781.05	22582.33	17.764	12.409829	11.2324	12.452	13.774	15.8906	0.008627	0.16915	0.594248	0.918431	lehmus
225	49783.02	22591.26	15.61	11.574105	10.48	11.92	12.8845	14.1285	0.000991	0.068407	0.301718	0.707865	lehmus
226	49782.53	22599.49	17.622	12.774946	11.5306	12.978	14.3302	16.2644	0.003386	0.138383	0.415573	0.808295	lehmus
227	49781.9	22609.35	17.872	12.656873	11.0365	12.861	14.183	16.1865	0.004701	0.093197	0.381361	0.745299	lehmus
228	49782.78	22618.06	15.696	11.299662	9.8854	11.674	12.937	14.1452	0.006612	0.150413	0.461157	0.868871	lehmus
229	49781.18	22628.08	16.083	10.955134	9.4347	10.9955	12.426	14.1963	0.002088	0.152192	0.467015	0.804175	lehmus
230	49783.36	22636.22	14.631	10.966816	9.9778	10.991	12.145	13.4458	0.001809	0.089885	0.452484	0.880618	lehmus
231	49782.59	22645.14	13.144	8.984516	7.846	9.043	9.991	11.392	0.000562	0.067678	0.360854	0.69194	lehmus
232	49782.6	22655.32	12.16	8.248517	7.3048	7.8255	9.0682	10.8607	0.005666	0.173867	0.675992	0.888102	lehmus
233	49783.85	22664.07	11.362	7.904857	7.116	7.678	8.6203	9.7802	0.002242	0.067713	0.498655	0.803587	lehmus
234	49782.19	22672.68	11.359	8.168634	7.686	8.348	9.002	9.8585	0.038341	0.090767	0.521909	0.962441	lehmus
235	49775.15	22680.4	10.489	6.611954	6.1668	6.969	7.7076	8.8776	0.161056	0.314851	0.738614	0.948515	lehmus
236	49777.89	22690.25	14.132	8.716297	7.4486	8.229	9.75	12.4184	0.031864	0.388662	0.752501	0.900333	lehmus
238	49810.69	22761.49	10.49	6.326625	5.3814	6.1405	7.0216	8.4493	0.064773	0.372727	0.715909	0.905682	lehmus
239	49820.2	22762.77	8.322	5.235092	4.646	4.983	5.605	6.677	0.021167	0.386786	0.744067	0.980115	lehmus
240	49824.89	22764.37	9.097	5.963016	5.0542	5.903	6.7139	7.7913	0.024618	0.260611	0.519525	0.824278	lehmus
241	49828.07	22764.58	11.457	5.58734	4.7396	5.398	6.3711	7.3498	0.254065	0.692073	0.98374	0.998984	lehmus
242	49834.66	22766.46	7.643	4.870913	4.2663	4.841	5.2381	6.2497	0.046961	0.35221	0.743094	0.94337	lehmus
243	49842.77	22771.29	11.581	6.475789	5.3894	6.174	7.2593	9.1553	0.193103	0.61954	0.846552	0.989655	lehmus
244	49845.26	22774.4	12.521	7.133356	5.881	7.116	8.3422	9.7276	0.183083	0.533667	0.846411	0.993879	lehmus
245	49854.28	22774.45	12.508	7.302102	6.149	6.964	8.3521	10.3218	0.132804	0.544268	0.796254	0.986947	lehmus
246	49854	22775.08	12.828	7.10565	5.8101	7.1295	8.3522	9.5625	0.228316	0.53125	0.890306	0.98852	lehmus
247	49856.77	22782.01	10.695	6.852487	6.1125	6.868	7.5795	8.979	0.049763	0.252765	0.64218	0.888626	lehmus
248	49860.63	22785.71	11.188	6.584885	5.632	6.545	7.6567	8.8799	0.175386	0.463139	0.772889	0.953032	lehmus
250	51188.04	23603.36	7.544	5.147473	4.5878	5.189	5.7598	6.4662	0.056591	0.292616	0.625949	0.924086	lehmus
276	51599.02	23651.09	14.762	9.560437	8.65	9.7	10.1624	12.2812	0	0.047136	0.306133	0.79777	lehmus
277	51615.26	23653.71	14.392	9.233527	7.9574	9.037	10.3124	12.215	0.002694	0.136373	0.487047	0.796684	lehmus
278	51630.43	23652.54	14.348	10.261125	9.2892	10.289	11.3482	12.9091	0.017424	0.123485	0.546212	0.897727	lehmus
279	51649.23	23655.31	14.699	10.056104	8.7091	10.0725	11.426	12.7578	0.011048	0.244318	0.60322	0.961174	lehmus
281	51653.43	23277.57	17.46	11.776104	9.5205	12.386	14.4295	15.7535	0.084422	0.314428	0.543387	0.910089	vaahtera
283	51245.51	23342.57	8.422	6.910934	6.501	7.0455	7.623	8.02	0.010101	0.037879	0.207071	0.593434	lehmus
286	51219.88	23291.93	6.2	5.057545	4.8188	5.063	5.3184	5.7948	0	0.018779	0.046948	0.262911	lehmus
287	51216.65	23286.39	7.438	5.578791	5.1585	5.665	6.0075	6.7205	0.007212	0.052885	0.257212	0.665865	lehmus
288	51214.22	23278.58	7.872	6.034842	5.636	5.97	6.405	7.1985	0	0	0.037986	0.202297	lehmus
291	51199.65	23250.1	5.746	4.554256	4.2341	4.6615	4.9419	5.233	0.017857	0.113095	0.464286	0.952381	lehmus
292	51195.75	23241.15	7.116	4.892782	4.4898	4.813	5.2396	5.9322	0.031142	0.32526	0.809689	0.972318	lehmus
293	51190.23	23229.35	7.325	5.39964	4.906	5.364	5.9574	6.6078	0.011958	0.100149	0.38565	0.71151	lehmus
294	51186.46	23224.12	8.408	5.959048	5.172	5.77	6.68	7.7475	0.014184	0.144208	0.521277	0.758865	lehmus
295	51183.74	23216.99	8.075	5.96111	5.3958	5.951	6.6044	7.2494	0.00304	0.097264	0.356636	0.699088	lehmus
296	51180.52	23210.45	8.089	6.224639	5.7902	6.29	6.7334	7.3958	0	0.030639	0.122029	0.410988	lehmus
297	51178.19	23205.07	9.095	5.882924	5.2652	5.805	6.3938	7.21	0.021149	0.394483	0.837701	0.988046	lehmus
299	51169.06	23186.5	6.198	4.220306	3.5815	4.149	4.6855	5.3955	0.037037	0.351852	0.580247	0.83642	lehmus
300	51160.52	23169.21	7.411	5.278105	4.806	5.3365	5.9425	6.6285	0.092879	0.250774	0.659443	0.94582	lehmus
301	51158.64	23164.24	7.37	5.115155	4.4838	5.102	5.734	6.8008	0.111717	0.324251	0.694823	0.874659	lehmus
340	51028.09	22678.26	10.762	6.836879	5.7596	6.694	7.8186	9.006	0.01157	0.246281	0.532231	0.803306	lehmus
341	51030.17	22691.53	10.376	6.75865	5.6988	6.603	7.6636	8.8984	0.01354	0.191489	0.508704	0.750484	lehmus
342	51032.43	22700.9	10.609	6.798083	5.5712	6.6135	7.7931	9.2208	0.006224	0.263485	0.518672	0.748963	lehmus
343	51033.1	22711.76	11.144	7.19356	5.9606	7.118	8.091	10.0376	0.056738	0.35461	0.685579	0.869976	lehmus
344	51035.52	22720.86	10.881	6.77799	5.561	6.585	7.6632	9.6238	0.060533	0.341404	0.612591	0.803874	lehmus
345	51035.95	22730.25	8.666	5.695915	4.7159	5.304	6.63	7.863	0.029412	0.3	0.576471	0.736471	lehmus
347	51045.85	22790.33	9.895	6.200738	5.5812	6.046	6.8776	7.9866	0.0768	0.2848	0.7104	0.9392	lehmus
348	51047.72	22799.59	5.383	4.166077	3.8409	4.3485	4.5879	4.9156	0.057692	0.192308	0.365385	0.75	lehmus
349	51049.1	22809.81	11.267	6.842707	5.737	6.744	7.764	9.431	0.076923	0.356275	0.676113	0.88529	lehmus
350	51050.24	22819.63	8.754	5.743604	4.7369	5.32	6.6007	7.84	0.027228	0.336634	0.576733	0.784653	lehmus
356	50843.71	22598.25	8.808	5.074924	4.3102	4.923	5.5734	6.717	0.12	0.528421	0.825263	0.936842	lehmus
357	50836.86	22591.38	9.25	4.997897	4.129	4.882	5.6366	6.643	0.322418	0.690176	0.93199	0.987406	lehmus
358	50831.57	22584.98	8.614	5.020102	4.1197	4.854	5.8246	7.0632	0.227273	0.553476	0.842246	0.962567	lehmus
359	50826.63	22576.14	7.654	4.900527	4.0835	4.673	5.4935	6.717	0.078818	0.435961	0.694581	0.876847	lehmus
360	50823.61	22564.35	7.88	4.757604	4.0231	4.5745	5.2775	6.3734	0.167273	0.585455	0.814545	0.950909	lehmus
361	50821.97	22557.04	8.159	4.399656	3.8318	4.144	4.8082	5.3878	0.195751	0.68437	0.915023	0.968134	lehmus
390	50835.92	22560.26	6.271	4.401437	3.9054	4.362	4.7592	5.4012	0.008403	0.142857	0.470588	0.798319	lehmus
392	50838.25	22575.04	8.51	4.759095	3.9754	4.5515	5.2276	6.7074	0.27037	0.677778	0.867901	0.976543	lehmus
393	50842.72	22584.62	7.485	4.523749	3.8143	4.288	4.8666	6.2486	0.076142	0.507614	0.77665	0.890863	lehmus
394	50849.72	22590.76	9.269	5.233997	4.2654	5.019	5.9308	7.3528	0.218421	0.589474	0.815789	0.955263	lehmus
453	50925.47	22081.01	7.915	5.31663	4.7592	5.1255	5.8354	6.6262	0.011811	0.165354	0.614173	0.866142	lehmus
454	50918.82	22082.13	8.933	5.582704	4.7	5.46	6.5398	7.3252	0.084813	0.404339	0.666667	0.936884	lehmus
455	50911.64	22083.56	8.512	5.405425	4.2948	5.255	6.2044	7.9738	0.178082	0.465753	0.748858	0.885845	lehmus
456	50902.93	22085.33	12.25	5.55465	4.9518	5.6355	6.0452	7.4509	0.317365	0.850299	0.973054	0.988024	lehmus
458	50891.27	22085.1	9.583	6.062008	4.756	5.7865	7.1465	8.586	0.088477	0.442387	0.664609	0.843621	lehmus
459	50884.11	22086.46	12.432	5.709892	4.8935	5.582	6.628	7.814	0.356502	0.820628	0.986547	0.995516	lehmus
460	50881.18	22078.89	8.044	5.56363	4.7826	5.749	6.3804	7.1962	0.10303	0.309091	0.642424	0.927273	lehmus
461	50874.59	22071.98	10.887	5.565893	4.7228	5.525	6.0872	7.292	0.27044	0.779874	0.962264	0.987421	lehmus
462	50870.27	22065.07	8.004	6.432633	6.0105	6.632	6.914	7.468	0.006024	0.024096	0.10241	0.373494	lehmus
464	50854	22030.31	9.12	6.182609	5.5142	6.3105	7.0871	7.9443	0.103846	0.296923	0.643846	0.96	vaahtera
465	50840.93	22024.45	12.279	6.386339	5.241	6.663	7.7078	8.7548	0.274542	0.581808	0.950083	0.997781	vaahtera
466	50834.21	22012.2	11.25	7.195566	5.8492	7.503	8.425	9.6526	0.124491	0.337673	0.643613	0.927583	vaahtera
467	50832.67	22007.68	11.815	8.573707	7.663	9.36	10.0588	10.6874	0.092072	0.167263	0.392839	0.825064	vaahtera
468	50828.08	22003.17	10.543	7.151569	6.701	7.33	8.2268	9.073	0.104762	0.227513	0.617989	0.961905	vaahtera
469	50823.53	21999.6	12.578	7.2424	6.4292	7.537	8.2015	9.2765	0.098249	0.350195	0.779183	0.993191	vaahtera
470	50821.09	21992.39	9.617	6.501204	5.5485	6.6315	7.665	8.518	0.110491	0.34375	0.598214	0.953125	vaahtera
474	50812.08	21908.42	5.285	3.887187	3.4722	3.915	4.4064	4.8186	0.106667	0.266667	0.56	0.8	lehmus
475	50807.87	21917.28	5.967	4.004209	3.6856	3.886	4.464	5.5344	0.232558	0.465116	0.72093	0.883721	lehmus
483	50822.67	22012.22	7.744	5.753844	5.0672	5.769	6.2351	7.1332	0	0.019481	0.214286	0.396104	lehmus
485	50836.98	22027.02	11.707	6.144201	5.6102	6.077	6.67	7.4202	0.094972	0.703911	0.994413	0.994413	lehmus
486	50840.08	22036.08	7.132	5.531779	5.2412	5.662	5.9474	6.7426	0.013793	0.158621	0.455172	0.855172	lehmus
490	50865.77	22070.41	8.779	6.262883	5.6904	6.13	6.8121	7.714	0	0.028037	0.196262	0.560748	lehmus
501	50814.13	21857.86	4.996	3.820579	3.4052	3.7955	4.3669	4.7724	0.078947	0.263158	0.5	0.684211	lehmus
502	50822.74	21853.52	6.134	4.198266	3.8266	4.093	4.5708	5.4648	0.113924	0.341772	0.708861	0.886076	lehmus
503	50849.33	21839.86	5.717	4.110325	3.5204	4.1525	4.4232	5.3762	0	0.3	0.425	0.725	lehmus
504	50855.42	21835.75	4.53	3.229192	2.767	3.304	3.5835	4.226	0.192308	0.461538	0.692308	0.846154	lehmus
505	50862.55	21831.51	4.761	3.6535	3.1492	3.4615	4.2004	4.5859	0.107143	0.285714	0.535714	0.607143	lehmus
506	50899.75	21805.83	6.61	4.326703	3.6645	4.2115	4.9407	5.8935	0.203125	0.375	0.671875	0.84375	lehmus
509	50788.49	21866.18	4.064	3.150846	2.7778	3.06	3.5096	3.9354	0.153846	0.384615	0.615385	0.769231	lehmus
510	50781.77	21868.84	6.18	4.273419	3.867	4.358	4.586	4.972	0	0.193548	0.354839	0.774194	lehmus
511	50773.12	21871.62	5.774	4.297786	3.7374	4.493	4.8839	5.2501	0.107143	0.214286	0.392857	0.642857	lehmus
513	50755.74	21877.72	6.5	3.811851	3.3232	3.818	4.1646	4.948	0.297872	0.617021	0.87234	0.978723	lehmus
514	50720.33	21896.07	5.968	3.949698	3.579	3.855	4.2088	4.8308	0.063492	0.333333	0.746032	0.904762	lehmus
515	50714.66	21902.07	5.731	3.917197	3.311	3.825	4.364	5.139	0.147541	0.491803	0.721311	0.885246	lehmus
516	50709.72	21909.72	7.448	4.746	4.2444	4.664	5.1374	6.1996	0.136364	0.401515	0.757576	0.924242	lehmus
519	50702.35	21943.6	6.294	4.201347	3.839	4.317	4.5878	5.1754	0.106667	0.32	0.746667	0.946667	lehmus
529	49786.62	22395.93	15.248	10.911042	10.0986	11.0685	12.0294	13.5748	0.008902	0.188922	0.515331	0.918398	lehmus
530	49787.38	22386.42	16.161	10.737393	9.1446	10.9595	11.8254	13.869	0.012253	0.238454	0.628181	0.927427	lehmus
531	49785.94	22376.99	11.013	7.828293	6.9624	7.756	8.256	9.7252	0.001079	0.117584	0.708738	0.927724	lehmus
532	49786.91	22368.22	14.022	9.772821	8.657	9.641	10.7656	12.1262	0.00318	0.0938	0.560678	0.916799	lehmus
533	49787.1	22359.54	12.852	9.032699	8.1	9.07	9.7518	11.1714	0.002833	0.141643	0.623796	0.945042	lehmus
534	49786.25	22350.27	12.576	8.761416	7.673	8.819	9.8761	10.86	0	0.05668	0.271255	0.54386	lehmus
535	49786.22	22340.53	12.588	9.301704	8.3337	8.9775	10.3293	11.2441	0.002652	0.053788	0.533333	0.917803	lehmus
536	49786.44	22332.4	13.89	9.84776	9.0093	9.9395	10.8488	12.1516	0	0.012783	0.16691	0.366691	lehmus
537	49787.27	22318.65	10.531	7.80899	7.04	7.6505	8.3342	9.708	0.005488	0.067683	0.588415	0.893902	lehmus
538	49784.39	22312.95	12.1	8.450684	7.82	8.392	9.045	10.7858	0	0.036509	0.249332	0.643811	lehmus
539	49785.35	22304.45	14.017	9.700557	8.716	9.9835	10.8748	12.1302	0.004597	0.187436	0.468846	0.888151	lehmus
540	49785.48	22296.26	12.138	8.287834	6.987	8.1555	9.6931	10.5522	0.007722	0.298584	0.591377	0.927928	lehmus
541	49785.2	22286.51	13.432	9.099822	7.915	8.835	9.936	11.7645	0.007291	0.211435	0.678818	0.942824	lehmus
542	49783.5	22276.41	9.958	7.931909	7.527	8.193	8.65	9.17	0.010304	0.072668	0.279826	0.853579	lehmus
543	49785.09	22266.39	14.567	10.520462	9.3465	10.2105	11.74	13.187	0.004925	0.078605	0.53093	0.846927	lehmus
544	49782.94	22260.53	15.011	11.275683	10.4616	11.649	12.3724	13.8382	0.003348	0.107681	0.406732	0.889901	lehmus
545	49783.56	22249.77	17.127	11.842705	10.29	12.349	13.2941	14.6677	0.004555	0.220392	0.523826	0.942887	lehmus
546	49782.92	22241.09	16.007	11.754718	10.559	11.742	13.2885	14.6115	0.003439	0.100602	0.457008	0.878332	lehmus
547	49782.63	22232.65	16.715	11.672843	10.1642	11.913	13.2096	14.493	0.002594	0.196368	0.542153	0.941375	lehmus
548	49782.6	22223.48	15.957	11.303014	10.3247	11.3985	12.5413	13.8906	0.003753	0.139142	0.563271	0.954424	lehmus
549	49781.96	22214.06	15.532	10.891747	9.5296	10.5225	12.3612	13.6057	0.00269	0.110289	0.526564	0.881977	lehmus
550	49782.97	22205.63	13.697	9.891007	8.5936	9.791	11.276	12.4946	0.006781	0.157016	0.550339	0.894105	lehmus
551	49781.58	22195.75	15.878	10.876093	9.9241	10.85	11.968	13.6379	0.00453	0.158979	0.551483	0.906507	lehmus
552	49781.05	22185.99	15.12	11.778293	11.059	12.005	13.196	14.372	0.009688	0.108719	0.330463	0.786868	lehmus
553	49781.02	22177.74	15.595	11.53484	10.4959	11.9885	13.0725	13.964	0.009924	0.080916	0.358015	0.738931	lehmus
554	49780.89	22168.91	14.48	10.256918	8.9307	10.3	11.7634	12.7003	0.002392	0.155981	0.500478	0.894737	lehmus
555	49781.03	22159.55	16.891	12.017023	10.704	12.0835	13.3945	15.1595	0.002448	0.149786	0.509792	0.881732	lehmus
556	49780.4	22149.88	13.521	9.907817	8.9624	9.862	11.0592	12.27	0.005093	0.093489	0.483449	0.850855	lehmus
557	49780.39	22141.43	16.253	11.367814	9.8384	11.163	13.19	14.503	0.001108	0.187292	0.577392	0.902844	lehmus
558	49780.8	22132.82	14.422	10.145213	8.9945	9.9285	11.426	12.459	0.003351	0.139985	0.601638	0.944899	lehmus
559	49779.3	22123.76	13.835	9.791859	8.545	9.793	10.931	12.303	0.010793	0.179728	0.537306	0.925856	lehmus
560	49780.73	22114.96	12.753	9.071837	8.249	9.253	10.1222	11.2448	0.027622	0.148036	0.53129	0.925334	lehmus
561	49779.19	22104.78	12.759	9.511191	8.8956	9.8165	10.5702	11.7477	0.039047	0.093306	0.435598	0.887424	lehmus
562	49769.95	22104.92	12.217	7.695365	6.64	7.8575	9.0956	10.3622	0.102857	0.388571	0.7	0.965714	lehmus
563	49771.32	22113.61	12.483	9.351998	8.6348	9.551	10.1132	10.9538	0.006917	0.064798	0.421187	0.954132	lehmus
564	49772.55	22123.49	14.283	10.194428	8.914	10.201	11.31	12.8274	0.004523	0.073344	0.455574	0.815509	lehmus
565	49772.62	22131.43	14.838	10.624623	9.6316	10.574	11.8642	13.0782	0.00593	0.102546	0.512033	0.903035	lehmus
566	49772.09	22141.71	15.092	10.605011	9.8062	10.7225	11.5448	13.4079	0.00431	0.135468	0.426416	0.86915	lehmus
567	49773.78	22148.2	15.356	10.508319	9.3167	10.6315	11.8821	13.31	0.003468	0.121803	0.353489	0.704161	lehmus
568	49771.24	22158.07	12.015	8.847458	8.2612	8.903	9.634	10.576	0	0.005372	0.137729	0.4	lehmus
569	49774.69	22167.12	15.18	10.503464	9.441	10.558	11.6583	13.3101	0.001475	0.079351	0.281416	0.660472	lehmus
570	49772.08	22177.43	17.057	11.789671	10.4863	12.254	13.2601	15.0317	0.008475	0.21247	0.478511	0.89891	lehmus
571	49772.9	22186.41	15.344	10.351152	9.061	10.309	11.616	13.307	0.0071	0.225014	0.642272	0.923539	lehmus
572	49772.31	22195.53	10.961	8.404583	7.69	8.3595	9.471	10.0815	0.007905	0.067194	0.442688	0.841897	lehmus
573	49774.11	22204.69	12.616	8.746399	7.6064	8.4	9.9812	10.7852	0.001812	0.167648	0.567739	0.938378	lehmus
574	49771.63	22212.51	12.67	9.04051	7.8262	8.713	10.3752	11.2849	0	0.011725	0.241485	0.567281	lehmus
575	49773.24	22222.75	15.767	11.118739	9.7674	11.193	12.4894	14.1658	0.006603	0.130839	0.461727	0.811201	lehmus
576	49773.92	22231.98	14.416	10.485944	9.5312	10.892	11.71	12.4302	0	0.001857	0.14226	0.317011	lehmus
577	49772.54	22241.12	16.025	10.679627	8.6807	10.829	12.3119	13.8833	0.003638	0.335499	0.628119	0.954262	lehmus
578	49773.77	22249.61	16.147	11.610995	10.142	11.87	13.354	14.649	0.002837	0.186732	0.497906	0.908121	lehmus
579	49775.21	22259.81	15.587	11.479319	10.223	11.727	12.7062	14.2398	0.002097	0.10187	0.451686	0.881356	lehmus
580	49774.76	22267.12	12.444	8.465125	7.1935	8.221	9.5056	11.1004	0.006202	0.3	0.649612	0.93876	lehmus
581	49774.9	22276.5	15.456	10.301078	8.6352	10.101	11.743	13.6439	0.002027	0.202808	0.575854	0.838303	lehmus
582	49774.41	22286.15	9.471	7.341762	6.8566	7.4625	7.9382	8.6131	0.004255	0.053191	0.342553	0.823404	lehmus
583	49775.72	22295.36	13.104	9.529684	8.4901	9.454	10.5128	11.948	0.003321	0.087761	0.502846	0.872865	lehmus
584	49775.19	22303.05	14.148	11.032144	10.225	11.467	12.3606	13.4557	0.006784	0.076662	0.227273	0.556988	lehmus
585	49776.82	22312.81	12.847	9.500555	8.7778	9.478	10.2496	11.4024	0.001605	0.044409	0.314607	0.812734	lehmus
586	49776.71	22323.47	12.511	8.78844	7.8326	8.594	9.5588	11.0732	0.003468	0.047681	0.414391	0.774166	lehmus
587	49776.42	22332.29	14.014	10.538518	9.2966	10.799	11.76	12.7799	0.000865	0.079403	0.363263	0.825617	lehmus
588	49777.35	22341.54	13.122	9.350735	8.615	9.532	10.0828	10.9802	0.006254	0.062543	0.510076	0.972898	lehmus
589	49777.2	22349.7	12.627	8.535485	7.9198	8.4135	9.0152	10.3553	0.002242	0.108744	0.699552	0.942825	lehmus
590	49777.17	22360.03	15.042	10.426274	9.031	10.438	11.913	13.281	0.001538	0.130114	0.467548	0.780375	lehmus
591	49778.11	22367.66	14.571	9.868575	8.7745	9.5765	10.6005	12.807	0.002493	0.053838	0.445165	0.791625	lehmus
592	49778.74	22376.84	14.574	9.927295	8.9837	9.769	10.6175	12.3207	0.001807	0.063686	0.541554	0.888437	lehmus
593	49778.74	22376.84	14.574	9.927295	8.9837	9.769	10.6175	12.3207	0.001807	0.063686	0.541554	0.888437	lehmus
594	49778.05	22395.58	14.891	10.165131	8.6698	10.099	11.3904	13.2544	0.001378	0.040882	0.388149	0.686725	lehmus
